Name,Description,Material,Color,Current Price,Old Price,Discount,Piece,Availability,Category,Gender,Size,Design,Link
French Terry Sweat Top,        French Terry Sweat Top|Basic Fit    ,French Terry,Turquoise,PKR 1650 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23319/s/french-terry-sweat-top/category/5/
Fleece Jacket,        Fleece Jacket|Basic Fit    ,Fleece,Black,PKR 2500 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23313/s/fleece-jacket/category/5/
Fleece Sweat Top,        Fleece Sweat Top|Basic Fit    ,Fleece,Black,PKR 1800 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23307/s/fleece-sweat-top/category/5/
French Terry Sweat Top,        French Terry Sweat Top|Basic Fit    ,French Terry,Purple,PKR 2100 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23301/s/french-terry-sweat-top/category/5/
Full Sleeve Fleece Jacket,        Full Sleeve Fleece Jacket|Basic Fit    ,Fleece,Blush Pink,PKR 2300 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23295/s/full-sleeve-fleece-jacket/category/5/
Printed Cotton Satin Hoodie,        Printed Cotton Satin Hoodie|Basic Fit    ,Cotton Satin,Multi,PKR 3000 ,-,-,1 Piece,In stock,Stitched,Kids,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23289/s/printed-cotton-satin-hoodie/category/5/
Printed Embroidered Cambric Kurti,        Printed Embroidered Cambric Kurti|Basic Fit    ,Cambric,Pink,PKR 2250 ,-,-,1 Piece,In stock,Stitched,Kids,,Printed Embroidered,https://www.alkaramstudio.com/catalog/product/view/id/23283/s/printed-embroidered-cambric-kurti/category/5/
Printed Cotton Satin Hoodie,        Printed Cotton Satin Hoodie|Basic Fit    ,Cotton Satin,Pink,PKR 3000 ,-,-,1 Piece,In stock,Stitched,Kids,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23277/s/printed-cotton-satin-hoodie/category/5/
Camouflage French Terry Hoodie Suit,        Camouflage French Terry Hoodie Suit|Shirt & Trouser|Basic Fit    ,French Terry,Grey,PKR 3100 ,-,-,2 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23271/s/camouflage-french-terry-hoodie-suit/category/5/
Cotton Sweat Top,        Cotton Sweat Top|Basic Fit    ,Cotton,Blue,PKR 1750 ,-,-,1 Piece,In stock,Stitched,Activewear,,Athleisure,https://www.alkaramstudio.com/catalog/product/view/id/23265/s/cotton-sweat-top/category/5/
Plain Denim Pant,        Plain Denim Pant|Basic Fit    ,Denim,Blue,PKR 1700 ,-,-,1 Piece,In stock,Stitched,Kids,,Plain,https://www.alkaramstudio.com/catalog/product/view/id/23260/s/plain-denim-pant/category/5/
Plain Denim Casual Pant,        Plain Denim Casual Pant|Basic Fit    ,Denim,Blue,PKR 1400 ,-,-,1 Piece,In stock,Stitched,Kids,,Plain,https://www.alkaramstudio.com/catalog/product/view/id/23255/s/plain-denim-casual-pant/category/5/
Printed Dobby Kurti,        Printed Dobby Kurti|Basic Fit    ,Dobby,Multi,PKR 2050 ,-,-,1 Piece,In stock,Stitched,Kids,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23249/s/printed-dobby-kurti/category/5/
Printed Cotton Rib MAK Kurti,        Printed Cotton Rib MAK Kurti|Basic Fit    ,Cotton Rib,Multi,PKR 2600 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23209/s/printed-cotton-rib-mak-kurti/category/5/
Printed Linen MAK Kurti,        Printed Linen MAK Kurti|Basic Fit    ,Linen,Multi,PKR 2100 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23183/s/printed-linen-mak-kurti/category/5/
Printed Cambric MAK Kurti,        Printed Cambric MAK Kurti|Basic Fit    ,Cambric,Multi,PKR 2250 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23177/s/printed-cambric-mak-kurti/category/5/
Printed Dobby MAK Kurti,        Printed Dobby MAK Kurti|Basic Fit    ,Dobby,Light Green,PKR 2100 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/catalog/product/view/id/23083/s/printed-dobby-mak-kurti/category/5/
Printed Yard Dyed MAK Kurti,        Printed Yard Dyed MAK Kurti|Basic Fit    ,Yarn Dyed,Multi,PKR 2100 ,-,-,1 Piece,In stock,Stitched,MAK/Kids,,Printed,https://www.alkaramstudio.com/printed-yard-dyed-mak-kurti
Printed Cotton Satin MAK Kurti,        Printed Cotton Satin MAK Kurti|Basic Fit    ,Cotton Satin,Multi,PKR 2600 ,-,-,1 Piece,In stock,Stitched,MAK/Kids,,Printed,https://www.alkaramstudio.com/printed-cotton-satin-mak-kurti-22838
Printed Cotton Rib MAK Jump Suit,        Printed Cotton Rib MAK Jump Suit|Basic Fit    ,Cotton Rib,Multi,PKR 2800 ,-,-,1 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/printed-cotton-rib-mak-jump-suit-22622
Fleece Jacket,        Fleece Jacket|Basic Fit    ,Fleece,Black,PKR 2700 ,-,-,1 Piece,In stock,Stitched,Activewear/Kids,,Athleisure,https://www.alkaramstudio.com/fleece-jacket-22626
Fleece Jacket,        Fleece Jacket|Basic Fit    ,Fleece,Army Green,PKR 2700 ,-,-,1 Piece,In stock,Stitched,Activewear/Kids,,Athleisure,https://www.alkaramstudio.com/fleece-jacket-22620
Interlock Pant,        Interlock Pant|Basic Fit    ,Interlock,Candy Pink,PKR 1550 ,-,-,1 Piece,In stock,Stitched,Activewear/Kids,,Athleisure,https://www.alkaramstudio.com/interlock-pant-22604
Jersey Suit,        Jersey Suit|Basic Fit    ,Jersey,Ice Pink,PKR 2700 ,-,-,2 Piece,In stock,Stitched,Activewear/Kids,,Athleisure,https://www.alkaramstudio.com/jersey-suit
2 Piece Printed Cotton Satin MAK Suit,        2 Piece Printed Cotton Satin MAK Suit|Shirt & Trouser|Basic Fit    ,Cotton Satin,Multi,PKR 6000 ,-,-,2 Piece,In stock,Stitched,MAK,,Printed,https://www.alkaramstudio.com/2-piece-printed-cotton-satin-mak-suit-22515
Long Sleeve Fleece Top,        Long Sleeve Fleece Top|Basic Fit    ,Fleece,Pink,PKR 1600 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/long-sleeve-fleece-top-22485
Long Sleeve Fleece Top,        Long Sleeve Fleece Top|Basic Fit    ,Fleece,Black,PKR 1550 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/long-sleeve-fleece-top-22479
Interlock Top,        Interlock Top|Basic Fit    ,Interlock,Rose Pink,PKR 1750 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/interlock-top
Interlock Pant,        Interlock Pant|Basic Fit    ,Interlock,Grey,PKR 1600 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/interlock-pant
Long Sleeve Interlock Top,        Long Sleeve Interlock Top|Basic Fit    ,Interlock,Black,PKR 1650 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/long-sleeve-interlock-top
Long Sleeve French Terry Top ,        Long Sleeve French Terry Top|Basic Fit    ,French Terry,Multi,PKR 2050 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/long-sleeve-french-terry-top
Long Sleeve Fleece Top ,        Long Sleeve Fleece Top|Basic Fit    ,Fleece,White,PKR 1800 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/long-sleeve-fleece-top
Pique Jacket,        Pique Jacket|Basic Fit    ,Pique,Blue,PKR 2600 ,-,-,1 Piece,In stock,Stitched,Activewear,,Printed,https://www.alkaramstudio.com/pique-jacket
Kids Printed Bed Sheet Set T-150,|Product Detail:|||Single:||
1 Flat Sheet | 63" x 102"|1 Pillowcases | 19" x 29"|||Double:||
1 Flat Sheet | 90" x 102"|2 Pillowcases | 19" x 29"|||King:||
1 Flat Sheet | 108" x 102"|2 Pillowcases | 19" x 29"|||Thread Count:| T-150    ,Cotton,Multi,PKR 1500 ,-,-,Set,In stock,Stitched,Kids/Home,Single,Printed,https://www.alkaramstudio.com/kids-printed-bed-sheet-set-t-185
Kids Printed Bed Sheet Set T-150,|Product Detail:|||Single:||
1 Flat Sheet | 63" x 102"|1 Pillowcases | 19" x 29"|||Double:||
1 Flat Sheet | 90" x 102"|2 Pillowcases | 19" x 29"|||King:||
1 Flat Sheet | 108" x 102"|2 Pillowcases | 19" x 29"|||Thread Count:| T-150    ,Cotton,Multi,PKR 1500 ,-,-,Set,In stock,Stitched,Kids/Home,Single,Printed,https://www.alkaramstudio.com/kids-printed-bed-sheet-set-t-183
Kids Printed Bed Sheet Set T-150,|Product Detail:|||Single:||
1 Flat Sheet | 63" x 102"|1 Pillowcases | 19" x 29"|||Double:||
1 Flat Sheet | 90" x 102"|2 Pillowcases | 19" x 29"|||King:||
1 Flat Sheet | 108" x 102"|2 Pillowcases | 19" x 29"|||Thread Count:| T-150    ,Cotton,Multi,PKR 1500 ,-,-,Set,In stock,Stitched,Kids/Home,Single,Printed,https://www.alkaramstudio.com/kids-printed-bed-sheet-set-t-182
Kids Printed Bed Sheet Set T-150,|Product Detail:|||Single:||1 Flat Sheet | 63" x 102"|1 Pillowcases | 19" x 29"|||Double:||1 Flat Sheet | 90" x 102"|2 Pillowcases | 19" x 29"|||King:||1 Flat Sheet | 108" x 102"|2 Pillowcases | 19" x 29"|||Thread Count:| T-150    ,Cotton,Multi,PKR 1800 ,-,-,Set,In stock,Stitched,Kids/Home,Single,Printed,https://www.alkaramstudio.com/kids-printed-bed-sheet-set-t-176
Kids Printed Bed Sheet Set T-150,|Product Detail:|||Single:||1 Flat Sheet | 63" x 102"|1 Pillowcases | 19" x 29"|||Double:||1 Flat Sheet | 90" x 102"|2 Pillowcases | 19" x 29"|||King:||1 Flat Sheet | 108" x 102"|2 Pillowcases | 19" x 29"|||Thread Count:| T-150    ,Cotton,Multi,PKR 1800 ,-,-,Set,In stock,Stitched,Kids/Home,Single,Printed,https://www.alkaramstudio.com/kids-printed-bed-sheet-set-t-175
Kids Printed Bed Sheet Set T-150,|Product Detail:|||Single:||1 Flat Sheet | 63" x 102"|1 Pillowcases | 19" x 29"|||Double:||1 Flat Sheet | 90" x 102"|2 Pillowcases | 19" x 29"|||King:||1 Flat Sheet | 108" x 102"|2 Pillowcases | 19" x 29"|||Thread Count:| T-150    ,Cotton,Multi,PKR 1800 ,-,-,Set,In stock,Stitched,Kids/Home,Single,Printed,https://www.alkaramstudio.com/kids-printed-bed-sheet-set-t-150
Printed Cotton Satin MAK Kurti,        Printed Cotton Satin MAK Kurti|Basic Fit    ,Cotton Satin,Multi,PKR 2850 ,-,-,1 Piece,In stock,Stitched,MAK,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-mak-kurti-22354
Dyed Embroidered Denim Kurti,        Dyed Embroidered Denim Kurti|Basic Fit    ,Denim,Blue,PKR 1810 ,-,-,1 Piece,In stock,Stitched,AK Children,Single,Dyed Embroidered,https://www.alkaramstudio.com/dyed-embroidered-denim-kurti-22274
2 Piece Embroidered Chicken Suit,        2 Piece Embroidered Chicken Suit|Shirt & Trouser|Basic Fit    ,Chicken,White,PKR 2680 ,-,-,2 Piece,In stock,Stitched,AK Children,Single,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-chicken-suit-21978
Printed Cotton Satin MAK Kurti,Printed Cotton Satin MAK Kurti|Basic Fit ,Cotton Satin,Multi,PKR 2300 ,-,-,1 Piece,In stock,Stitched,MAK,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-mak-kurti-22336
Printed Cambric MAK Kurti,        Printed Cambric MAK Kurti|Basic Fit    ,Cambric,Multi,PKR 2100 ,-,-,1 Piece,In stock,Stitched,MAK,Single,Printed,https://www.alkaramstudio.com/printed-cambric-mak-kurti-21622
Printed Cotton Rib Kurti,        Printed Cotton Rib Kurti|Basic Fit    ,Cotton Rib,Multi,PKR 1650 ,-,-,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-rib-kurti-21627
Printed Cotton Rib Casual Shirt,        Printed Cotton Rib Casual Shirt|Basic Fit    ,Cotton Rib,Multi,PKR 1500 ,-,-,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-rib-casual-shirt-21239
Plain Yarn Dyed Trouser,        Plain Yarn Dyed Trouser|Basic Fit    ,Yarn Dyed,Blue,PKR 1100 ,-,-,1 Piece,In stock,Stitched,Kids,Single,Plain,https://www.alkaramstudio.com/plain-yarn-dyed-trouser-20886
Printed Cotton Satin Kurti,        Printed Cotton Satin Kurti|Basic Fit    ,Cotton Satin,Multi,PKR 1650 ,-,-,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-kurti-23699
Printed Cotton Satin Kurti,        Printed Cotton Satin Kurti|Basic Fit    ,Cotton Satin,Multi,PKR 1650 ,-,-,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-kurti-23693
2 Piece Embroidered Chicken Suit,2 Piece Embroidered Chicken Suit|Shirt & Trouser|Basic Fit ,Cotton Satin,White,PKR 2065 ,PKR 2950 ,30%,2 Piece,In stock,Stitched,Kids,Single,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-chicken-suit
Printed Cotton Satin Kurti,        Printed Cotton Satin Kurti| Basic Fit    ,Cotton Satin,Multi,                    PKR 1127                ,                    PKR 1610                ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-kurti-23666
3 Piece Embroidered Cotton Net Suit,3 Piece Embroidered Cotton Net Suit|Shirt Dupatta & Trouser|Basic Fit ,Cotton Net,White,PKR 2632 ,PKR 3760 ,30%,3 Piece,In stock,Stitched,Kids,Single,Embroidered,https://www.alkaramstudio.com/3-piece-embroidered-cotton-net-suit-20166
Printed Cotton Rib Kurti,        Printed Cotton Rib Kurti|Basic Fit    ,Cotton Rib,Multi,                    PKR 1127                ,                    PKR 1610                ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-rib-kurti-21591
Printed Cotton Rib Casual Shirt,        Printed Cotton Rib Casual Shirt|Basic Fit    ,Cotton Rib,Multi,                    PKR 1127                ,                    PKR 1610                ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-rib-casual-shirt-21224
Printed Cotton Satin Casual Shirt,        Printed Cotton Satin Casual Shirt|Basic Fit    ,Cotton Satin,Multi,                    PKR 1127                ,                    PKR 1610                ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-casual-shirt
2 Piece Embroidered Cotton Rib Suit,        2 Piece Embroidered Cotton Rib Suit|Shirt & Trouser|Basic Fit    ,Cotton Rib,Multi,                    PKR 1498                ,                    PKR 2140                ,30%,2 Piece,In stock,Stitched,Kids,Single,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-cotton-rib-suit-20862
3 Piece Formal Cotton Satin Suit ,        3 Piece Formal Cotton Satin Suit|Shirt Dupatta & Trouser|Basic Fit    ,Cotton Satin,Multi,                    PKR 4137                ,                    PKR 5910                ,30%,3 Piece,In stock,Stitched,Kids,Single,Formal,https://www.alkaramstudio.com/3-piece-formal-cotton-satin-suit-21462
Dyed Cotton Satin Kurti,        Dyed Cotton Satin Kurti|Basic Fit    ,Cotton Satin,Red,                    PKR 1358                ,                    PKR 1940                ,30%,1 Piece,In stock,Stitched,Kids,Single,Dyed,https://www.alkaramstudio.com/dyed-cotton-satin-kurti
Dyed Embroidered Denim Kurti,        Dyed Embroidered Denim Kurti|Basic Fit    ,Denim,Dark Blue,                    PKR 1358                ,                    PKR 1940                ,30%,1 Piece,In stock,Stitched,Kids,Single,Dyed Embroidered,https://www.alkaramstudio.com/dyed-embroidered-denim-kurti-22262
Printed Embroidered Denim Kurti,        Printed Embroidered Denim Kurti|Basic Fit    ,Denim,Blue,                    PKR 1386                ,                    PKR 1980                ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed Embroidered,https://www.alkaramstudio.com/printed-embroidered-denim-kurti
Printed Cotton Satin Kurti,Printed Cotton Satin Kurti | Basic Fit ,Cotton Satin,Multi,PKR 1169 ,PKR 1670 ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-kurti-23632
Printed Cotton Satin Kurti,        Printed Cotton Satin Kurti | Basic Fit    ,Cotton Satin,Multi,                    PKR 1169                ,                    PKR 1670                ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cotton-satin-kurti-23626
2 Piece Embroidered Cotton Satin Suit,        2 Piece Embroidered Cotton Satin Suit | Shirt & Trouser | Basic Fit    ,Cotton Satin,White,                    PKR 1498                ,                    PKR 2140                ,30%,2 Piece,In stock,Stitched,Kids,Single,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-cotton-satin-suit
2 Piece Embroidered Cotton Rib Suit,2 Piece Embroidered Cotton Rib Suit | Shirt & Trouser | Basic Fit ,Cotton Rib,Yellow,PKR 1498 ,PKR 2140 ,30%,2 Piece,In stock,Stitched,Kids,Single,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-cotton-rib-suit-20856
Plain Lycra Legging,        Plain Lycra Legging|Basic Fit    ,Lycra,Beige,                    PKR 378                ,                    PKR 540                ,30%,1 Piece,In stock,Stitched,Kids,Single,Plain,https://www.alkaramstudio.com/plain-lycra-legging-21149
2 Piece Eastern Cotton Satin Suit,        2 Piece Eastern Cotton Satin Suit|Shirt & Trouser    ,Cotton Satin,Blue,                    PKR 2177                ,                    PKR 3110                ,30%,2 Piece,In stock,Stitched,Kids,Single,Plain,https://www.alkaramstudio.com/2-piece-eastern-cotton-satin-suit
2 Piece Embroidered Cotton Rib Suit,        2 Piece Embroidered Cotton Rib Suit 
|Shirt And Trouser    ,Cotton Rib,Pink,                    PKR 1652                ,                    PKR 2360                ,30%,2 Piece,In stock,Kids,Pret,Single,Embroidered,https://www.alkaramstudio.com/2-piece-embroidered-cotton-rib-suit-20855
2 Piece Eastern Chicken Kari Suit,        2 Piece Eastern Chicken Kari Suit|Shirt & Trouser    ,Chicken Kari,White,                    PKR 1806                ,                    PKR 2580                ,30%,3 Piece,In stock,Stitched,Kids,Single,Embroidered,https://www.alkaramstudio.com/3-piece-formal-cotton-net-suit-20049
Kids Collection Shoes,        Kids Collection Shoes|* Sole color may vary from the picture    ,Chicken Kari,Pink,PKR 1290 ,-,-,3 Piece,In stock,Stitched,Kids,Single,Embroidered,https://www.alkaramstudio.com/kids-collection-shoes-20126
Dyed Embroidered Cambric Kurti,        Dyed Embroidered Cambric Kurti    ,Cambric,Green,                    PKR 1197                ,                    PKR 1710                ,30%,1 Piece,In stock,Stitched,Kids,Single,Dyed Embroidered,https://www.alkaramstudio.com/dyed-embroidered-cambric-kurti-22635
2 Piece Printed Khaddar Suit,        2 Piece Printed Khaddar Suit|Shirt & Trouser    ,Khaddar,Orange,                    PKR 1491                ,                    PKR 2130                ,30%,2 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/2-piece-printed-khaddar-suit
Dyed Embroidered Cambric Kurti,        Dyed Embroidered Cambric Kurti    ,Cambric,White,                    PKR 1274                ,                    PKR 1820                ,30%,1 Piece,In stock,Stitched,Kids,Single,Dyed Embroidered,https://www.alkaramstudio.com/dyed-embroidered-cambric-kurti-22611
Printed Cambric Kurti,        Printed Cambric Kurti    ,Cambric,Multi,                    PKR 1274                ,                    PKR 1820                ,30%,1 Piece,In stock,Stitched,Kids,Single,Printed,https://www.alkaramstudio.com/printed-cambric-kurti-24748
Embroidered Kurti,        Embroidered Kurti    ,Cotton,White,                    PKR 903                ,                    PKR 1290                ,30%,1 Piece,In stock,Stitched,Kids - Girl,Single,Embroidered,https://www.alkaramstudio.com/kids/kde-31
