,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,All Sizes,Extra Detail
76,Glowing Star,,Cigarette Pants,These black cigarette pants in raw silk are bedazzled with golden floral embroidery.,"Rs.4,490.00","Rs.2,918.50",Black,Raw Silk,"XXS,XS,S,M,L,XL",
77,Belgian,,Cigarette Pants,Raw silk cigarette trousers in a cream hue with dazzling silver embroidery along the hem.,"Rs.3,990.00","Rs.2,593.50",Cream,Raw Silk,"XXS,XS,S,M,L,XL",
78,Amazing Gardenia,"Embroidered Front, Printed Back, Full Sleeves with Embroidery, Round Neckline with Slit",Straight Kurta,This funky kurta is an ode to springtime with its whimsical tree print and marigold hue.,"Rs.3,990.00","Rs.2,593.50",Yellow,Cotton Karandi,"XXS,XS,S,M,L,XL",
79,Afghan Craze,"Printed Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,Multi-width stripes in neutral prints make for a statement print on this satin kurta.,"Rs.2,990.00","Rs.1,943.50",Grey,Cotton Satin,"XS,S,M,L,XL",
80,Melange Ocean,"Plain Front, Plain Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This stylish piece mixes deep teal and splashes of crimson for a fresh take on casual.,"Rs.2,990.00","Rs.1,943.50",Sea Green,Melange,"XXS,XS,S,M,L,XL",
81,Sheer Elegance,"Printed & Embroidered Front, Printed Back, Full Sleeves with Embroidered Patti, Round Neckline with Slit",2-Piece Straight Shirt with Dupatta,Opulent off-white printed twill is worked with embroidery for this beautiful kurta. It comes with a matching printed shawl.,"Rs.5,990.00","Rs.3,893.50",Off White,Twill,"XXS,XS,S,M,L,XL",Printed Shawl Color: Off White
82,Aspiring Dream,"Printed Front, Printed Back, Full Sleeves, Band Neck with Buttons",Straight Kurta,This subdued navy twill kurta has a buttoned band collar and is strategically printed along the sleeves and hem.,"Rs.2,790.00","Rs.1,813.50",Blue,Twill,"XS,S,M,L,XL",
83,Gleaming Swirl,"Embroidered Front, Plain Back with Embroidered Hem, Full Embroidered Sleeves, Round Neckline with Slit",Straight Kurta,This luxuriously embroidered longline kurta is a statement piece in tantalizing red.,"Rs.7,990.00","Rs.5,193.50",Red,Masori Cotton Sheen,"XS,S,M,L,XL",
84,Melange Olive,"Plain Front, Plain Back, Full Sleeves, Band Neck with Slit",Straight Kurta,The band collar on this military green piece gives this kurta a utilitarian chic feel.,"Rs.2,990.00","Rs.1,495.00",Olive,Melange,"XXS,XS,S,M,L,XL",
85,Melange Blue,"Plain Front, Plain Back, Full Sleeves, Band Neck with Slit",Straight Kurta,Moody blue melange makes for the perfect wintry kurta.,"Rs.2,990.00","Rs.1,943.50",Blue,Melange,"XXS,XS,S,M,L,XL",
86,Blackwood,"Plain Front, Plain Back, Full Sleeves, Lapel Neckline",Front Open Jacket,This minimalist black cambric jacket has long lapels and an unstructured style.,"Rs.3,990.00","Rs.1,995.00",Black,Cambric,"XS,S,M,L,XL",
87,Tropicana Beige,"Printed Front, Printed Back, Full Sleeves, Round Neckline",Straight Kurta with Side Tassels,This zesty khaddar kurta features side tassel detailing and an oriental pattern in shades of blue.,"Rs.2,790.00","Rs.1,813.50",Mustard,Khaddar,"XS,S,M,L,XL",
88,Astonished Look,"Embroidered Front, Embroidered Back, Full Sleeves, Lapel Neckline",Short Jacket,An ethnic-inspired short jacket in moody tones with a stylish emerald green lapel.,"Rs.4,490.00","Rs.2,918.50",Black,Khaddar,"XS,S,M,L,XL",
89,White Glimmer,"Embroidered Front, Plain Back, Full Sleeves with Embroidered Patti, Y Neckline",Straight Kurta,A surplice-style kurta in pale ballerina pink with elegant embroidery,"Rs.7,990.00","Rs.5,193.50",White,Box Organza,"XS,S,M,L,XL",
90,Multiline,"Printed Front, Printed Back, Full Sleeves, Y Neckline",Straight Kurta,A longline Y neck crepe kurta with a vibrant botanical pattern on a slate blue base.,"Rs.2,790.00","Rs.1,813.50",Blue,Crepe,"XXS,XS,S,M,L,XL",
91,Pink Maze,"Plain Front, Plain Back, Full Sleeves, Band Neck with Slit",Straight Kurta,This salmon pink tunic is trimmed with black and has a split band collar.,"Rs.5,990.00","Rs.2,995.00",Pink,Bember Grip,"XXS,XS,S,M,L,XL",
92,Night Lights Black,"Printed Front with Embellishment, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This embellished piece provides the perfect black backdrop to lift up vintage floral details.,"Rs.6,990.00","Rs.4,543.50",Black,Bember Grip,"XS,S,M,L,XL",
93,Black Circus,"Embroidered Front, Printed back with Embroidered Hem, Full Sleeves with Embroidered Patti, Round Neckline with Slit",2-Piece Straight Shirt with Dupatta,"Embroidery on the front and borders bedeck this bold black and crimson twill kurta, which comes with a matching shawl.","Rs.7,990.00","Rs.5,193.50",Red And Black,Twill,"XXS,XS,S,M,L,XL",Printed Shawl Color: Red And Black
94,Traditional Glimmer,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Round Neckline",2-Piece Straight Shirt with Trouser,"A rosy pink embroidered kurta with a round neck and relaxed fit, paired with raw silk cigarette pants.","Rs.8,990.00","Rs.5,843.50",Pink,Masori Cotton Sheen,"XS,S,M,L,XL",Cigarette Pants Color: Pink Fabric: Blended Raw Silk
95,Daily A,,Boot Cut Pants,Black boot cut trousers in raw silk with graphic contrasting piping.,"Rs.2,490.00","Rs.1,245.00",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
96,Miso 2-A,,Straight Pants,Raw silk trousers in a jet black with a straight leg.,"Rs.2,490.00","Rs.1,245.00",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
97,Blue Scenery,,Straight Pants,A graphic line print in a darker grey tone adorns these grey-blue cotton trousers.,"Rs.1,690.00","Rs.1,098.50",Blue,Dobby,"XXS,XS,S,M,L,XL",
98,Boho Tribal,,Culottes,These bohemian printed cotton trousers are airy and chic.,"Rs.1,690.00","Rs.1,098.50",Blue,Dobby,"XXS,XS,S,M,L,XL",
99,Creaming Light,,Cigarette Pants,Elegant cream-hued trousers with a straight leg and a panel of embroidery along the hem.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
100,Dutch Iris,,Straight Pants,These off-white cotton trousers have a contrasting side stripe and a straight leg.,"Rs.1,690.00","Rs.1,098.50",Off-White,Dobby,"XXS,XS,S,M,L,XL",
101,Gold Charisma,,Boot Cut Pants,These elegant cream jacquard trousers boast a boot cut and detailing parallel to the hem.,"Rs.2,490.00","Rs.1,618.50",Off-White,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
102,Mustard Pop,,Cigarette Pants,These jet black cigarette trousers create a perfect background for ochre embroidery.,"Rs.2,490.00","Rs.1,618.50",Black,Khaddar,"XXS,XS,S,M,L,XL",
103,Whitish Mania,,Cigarette Pants,Embroidered white cigarette pants in lush khaddar fabric.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
104,White Peacocks,,Boot Cut Pants,White boot-cut trousers in khaddar are a flattering addition to any wardrobe.,"Rs.2,490.00","Rs.1,618.50",White,Khaddar,"XXS,XS,S,M,L,XL",
105,Silky Elegance - Off White,,Boot Cut Pants,Raw silk boot cut trousers in a soft off-white hue with added details along the hem.,"Rs.2,490.00","Rs.1,618.50",Off-White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
106,Silky Elegance - Beige,,Boot Cut Pants,Versatile beige raw silk trousers with a trendy boot cut.,"Rs.2,490.00","Rs.1,618.50",Beige,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
107,Moon Glory - White,,Boot Cut Pants,White cambric trousers in a flattering boot cut.,"Rs.1,450.00",Rs.942.50,White,Cambric,"XXS,XS,S,M,L,XL",
108,Ming - White,,Cigarette Pants,Snow white cigarette pants in a luxe raw silk fabric.,"Rs.2,490.00","Rs.1,618.50",White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
109,Ming - Black,,Cigarette Pants,Onyx black silk makes for luxuriant cigarette pants.,"Rs.2,490.00","Rs.1,618.50",Black,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
110,Almond - White,,Cigarette Pants,Cigarette pants in an elegant white raw silk.,"Rs.2,490.00","Rs.1,618.50",White,Viscose Raw Silk,"XXS,XS,S,M,L,XL",
111,Floric Geometry,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Boat Neck with Split",Straight High Low Shirt,"An ivory khaddar piece sporting a split boat neck, tangerine edging, and refreshing floral motifs.","Rs.3,990.00","Rs.1,995.00",Green,Khaddar,"XXS,XS,S,M,L,XL",
112,Multimedia Maze,"Printed Front, Printed Back, Full Sleeves, Boat Neckline with Slit",2-Piece Straight Shirt with Trouser,This edgy patterned linen kurta comes with simple black cambric trousers to keep all eyes on its statement print.,"Rs.3,990.00","Rs.1,995.00",Multi,Lilen,"XS,S,M,L,XL",Straight Pants Color: Multi Fabric: Cambric
113,Winter Heritage,"Printed & Embroidered Front, Printed Back, Full Sleeves, Band Neck with Slit",Straight Shirt,This tribal print steel grey khaddar creation features crimson detailing.,"Rs.3,990.00","Rs.2,593.50",Grey,Khaddar,"XXS,XS,S,M,L,XL",
114,Misty Noir,"Embroidered Front, Plain Back, Full Sleeves, Band Neck with Split",Straight Shirt,"A cotton karandi kurta in the palest shade of grey, with an abstract black print reminiscent of dandelions.","Rs.3,990.00","Rs.2,593.50",Light Grey,Cotton Karandi,"XXS,XS,S,M,L,XL",
115,Zirconia Love,,Straight Pants,Basic black trousers gets an update with green trails printed along them.,"Rs.1,790.00",Rs.895.00,Black & Green,Cambric,"XXS,XS,S,M,L,XL",
116,Oia Stroll,,Cigarette Pants,These white cambric cigarette pants get an upgrade with an ornate floral border.,"Rs.1,790.00","Rs.1,163.50",White,Cambric,"XXS,XS,S,M,L,XL",
117,White Surface,,Cigarette Pants,These white cambric cigarette pants have an athleisure feel with their black side-stripe.,"Rs.1,690.00",Rs.845.00,White,Slub Cambric,"XXS,XS,S,M,L,XL",
118,Pleats Please,,Boot Cut Pants,Stylish cotton trousers with a flared boot cut in a cool ivory hue.,"Rs.1,690.00",Rs.845.00,Off White,Slub Cambric,"XXS,XS,S,M,L,XL",
119,Iznik Love,,Boot Cut Pants,These black cambric trousers sport a boot cut and lacy white contrasting details.,"Rs.2,490.00","Rs.1,618.50",Black,Cambric,"XXS,XS,S,M,L,XL",
120,Galactic,,Boot Cut Pants,These soft cambric trousers come in an indigo hue.,"Rs.1,490.00",Rs.745.00,Navy,Slub Cambric,"XXS,XS,S,M,L,XL",
121,Buttoned Up,,Straight Pants,These straight trousers in navy blue get added style points for button-up hems.,"Rs.1,690.00","Rs.1,098.50",Navy,Slub Cambric,"XXS,XS,S,M,L,XL",
122,Dove Black,,Boot Cut Pants,"These cambric trousers in black boast a chic white stripe down the side, accentuating their boot cut.","Rs.1,690.00",Rs.845.00,Black,Slub Cambric,"XXS,XS,S,M,L,XL",
123,Green Cherry,"Printed & Embroidered Front, Printed Back, Full Sleeves, Ban Neckline with Slit",3-Piece Straight Shirt with Trouser & Dupatta,"This three piece floral inspired look features both embroidered and printed accents, and comprises of a dobby shirt, slub cambric trouser and viscose chiffon dupatta.","Rs.6,990.00","Rs.3,495.00",Green,Dobby,"XXS,XS,S,M,L,XL",
124,Fusion lines,"Printed & Embroidered Front, Printed Back, Full Sleeves, Boat Neck with Side Slit",3-Piece Straight Shirt with Trouser & Dupatta,"This three piece floral inspired look features both embroidered and printed accents, and comprises of a textured cotton shirt, slub cambric trouser and viscose chiffon dupatta.","Rs.6,990.00","Rs.4,543.50",Light Blue,Textured Cotton,"XXS,XS,S,M,L,XL",
125,Exotic Sangria,"Embroidered Front, Plain back with Embroidered Hem, Full Sleeves with Embroidery, Y Neckline",Straight Kurta,This crushed pink look comprises of a Y-front kurta made from extra weft jacquard featuring embroidered details.,"Rs.5,990.00","Rs.2,995.00",Pink,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
126,Dream Flower,"Printed front with Embellishment, Printed Back, Full Sleeves, Y Neckline",Straight Kurta with Front Slit,This minty fresh blended grip kurta features a delightful print and embellished details.,"Rs.5,490.00","Rs.3,568.50",Mint,Blended Grip,"XS,S,M,L,XL",
127,Mustard Glory,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline with Slit",Straight Kurta,This mustard box organza kurta features embroidered details and a band neckline.,"Rs.7,990.00","Rs.5,193.50",Mustard,Box Organza,"XXS,XS,S,M,L,XL",
128,Amethyst,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, Round Neckline with Split",Straight Kurta,This elegant mint kurta features embroidered details and is crafted from extra weft jacquard.,"Rs.5,990.00","Rs.3,893.50",Mint,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",
129,Iris - Blue,"Printed & Embroidered Front, Printed Back, Full Sleeves, Round Neckline with Slit",Straight Kurta,This black twill shirt comprises of a printed and embroidered style and features a round slit.,"Rs.3,990.00","Rs.2,593.50",Black,Twill,"XXS,XS,S,M,L,XL",
130,Rouge Red,"Plain Front, Plain Back, Three Quarter Sleeves, Boat Neck with Slit",Straight Shirt,This kimono inspired red look is made from yarn dyed jacquard linen.,"Rs.2,790.00","Rs.1,395.00",Red,Yarn Dyed Lilen Jacquard,"XXS,XS,S,M,L,XL",
131,Rangrez B,"Embroidered Front, Embroidered Back, Full Sleeves with Embroidery, Boat Neck with Slit",Straight Kurta,"A delicate lemon yellow kurta with classic mirror work inspired embroidery, crafted from khaddar fabric.","Rs.4,990.00","Rs.2,495.00",Yellow,Khaddar,"XXS,XS,S,M,L,XL",
132,Pheran,"Embroidered Front, Plain Back, Three Quarter Sleeves, Round Neckline with Slit",A Line Kurta,This A-line kurta comes in a pristine white colour and is crafted from khaddar fabric.,"Rs.4,490.00","Rs.2,245.00",White,Khaddar,"XXS,XS,S,M,L,XL",
133,Sienna white,,Culottes,These white culottes are crafted from premium dobby fabric.,"Rs.2,490.00","Rs.1,245.00",White,Dobby,"XXS,XS,S,M,L,XL",
134,White Dust,,Culottes,These gorgeous embroidered white culottes are made from blended raw silk fabric.,"Rs.3,490.00","Rs.2,268.50",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
135,Shinning Shrines,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.2,990.00","Rs.1,943.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
136,Nigella White,,Straight Pants,These straight white trousers are crafted from blended raw silk.,"Rs.3,490.00","Rs.1,745.00",White,Blended Raw Silk,"XXS,XS,S,M,L,XL",
137,Ladder Up Black,,Cigarette Pants,These black dobby cigarette pants feature delicate threadwork details.,"Rs.1,990.00","Rs.1,293.50",Black,Dobby,"XXS,XS,S,M,L,XL",
138,Golden Strike,,Boot Cut Pants,These blended raw silk boot cut pants come with lovely embroidered details.,"Rs.2,990.00","Rs.1,495.00",Black,Blended Raw Silk,"XXS,XS,S,M,L,XL",
139,Glittering Lemon,,Boot Cut Pants,These cream coloured boot cut pants are crafted from blended raw silk.,"Rs.4,490.00","Rs.2,918.50",Cream,Blended Raw Silk,"XXS,XS,S,M,L,XL",
140,Black Chrome,,Cigarette Pants,Embroidered motifs lend these black dobby cigarette pants and elegant touch.,"Rs.2,490.00","Rs.1,245.00",Black,Dobby,"XXS,XS,S,M,L,XL",
141,Aster Beige,,Boot Cut Pants,These embroidered beige boot cut pants are crafted from dobby fabric.,"Rs.2,790.00","Rs.1,395.00",Beige,Dobby,"XXS,XS,S,M,L,XL",
142,Check Plaid,,Culottes,These checkered culottes are crafted from yarn dyed fabric.,"Rs.1,990.00",Rs.995.00,Multi Color,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
143,Check Random,,Cigarette Pants,These multi coloured chequered cotton pants come in yarn dyed fabric and a cigarette cut.,"Rs.1,990.00",Rs.995.00,Multi,Yarn Dyed Fabric,"XXS,XS,S,M,L,XL",
144,Army Camouflage,"Plain Front, Plain Back, Full Sleeves, Band Neckline with Slit",Straight Kurta,This grey-blue denim shirt takes its inspiration from military aesthetics with its band collar and camo feel.,"Rs.3,490.00","Rs.2,268.50",Blue,Denim,"XS,S,M,L,XL",
145,Ashen Terrain,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Front Open Shirt,This solid slate-grey linen shirt is minimal and chic with its open front cut.,"Rs.3,990.00","Rs.1,995.00",Light Grey,Lilen,"XS,S,M,L,XL",
146,Blooming Wave,"Embroidered Front, Embroidered Back, Full Sleeves, Round Neckline with Placket",Straight Kurta,"This intricately embroidered cotton candy pink shirt is worked all over in white thread, and features a flattering round neck and beaded details along the hem.","Rs.4,990.00","Rs.3,243.50",Pink,Shifflee,"XS,S,M,L,XL",
147,Blue Rampage,"Printed Front, Printed Back, Full Sleeves, Band Neck with Placket",Straight Shirt with Round Hem,"This versatile short shirt has a classic band collar and a chic rounded hem, and is made from dark lightweight denim.","Rs.2,790.00","Rs.1,813.50",Blue,Denim,"XS,S,M,L,XL",
148,Bohemian Lore,"Embroidered Front, Plain Back, Full Sleeves with Embroidery, V Neckline",Front Slit Shirt,This lush lemon-yellow self-jacquard piece has a flattering V-neckline and features wreaths of contrasting crimson embroidery on the front and sleeves.,"Rs.3,490.00","Rs.2,268.50",Yellow,Self Jacquard,"XXS,XS,S,M,L,XL",
149,Denim Blue,"Plain Front, Plain Back, Full Sleeves, V Neckline with Zip",Straight Shirt with Round Hem,"This fashion-forward kurta is made from blue denim, with a flattering V-neck and a zipper closure.","Rs.3,490.00","Rs.2,268.50",Blue,Denim,"XS,S,M,L,XL",
