,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,Types,All Sizes
293,Depths,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,This spun polyester collared kurta set comes in a rich navy blue.,"Rs.5,990.00","Rs.3,893.50",Navy Blue,Toyobo,Regular Fit,"XS,S,M,L,XL"
294,Everest,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,A pure white kurta suit with a classic collar and matching bottom.,"Rs.5,990.00","Rs.3,893.50",White,Toyobo,Regular Fit,"XS,S,M,L,XL"
295,Enrich,"Plain Front, Plain Back, Full Sleeves, Band Neckline, Plain Shalwar",2-Piece Kurta Shalwar,A grey two piece set featuring a kurta with a band collar.,"Rs.5,990.00","Rs.3,893.50",Grey,Toyobo,Regular Fit,"XS,S,M,L,XL"
296,Ingenue,"Plain Front, Plain Back, Full Sleeves, Band Neckline, Plain Shalwar",2-Piece Kurta Shalwar,Make a statement with this mauve band-collared kurta set.,"Rs.5,990.00","Rs.3,893.50",Mauve,Toyobo,Regular Fit,"XS,S,M,L,XL"
297,Tourmaline,"Plain Front with Embroidered Neckline & Cuffs, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,An ebony jacquard kurta with embroidery worked into the neckline and cuffs.,"Rs.2,490.00","Rs.1,618.50",Black,100% Cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
298,Azure,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta is cut from navy blue herringbone, and features intricate embroidery and a band collar.","Rs.4,490.00","Rs.2,918.50",Navy ﻿,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
299,Gingham,,Chelsea Boot,Leather chelsea boots in classic black are an all-season must-have.,"Rs.4,490.00","Rs.2,918.50",Black Material: Leathe,s:  Color: Black Material: Leather,,"40,41,42,43,44,45"
300,Devon A,,Regular Fit Chinos,These black regular cut trousers are made from pima cotton for a wrinkle-free fit.,"Rs.4,490.00","Rs.2,918.50",Black,"98% Cotton, 2% Lycra",,"30,32,34,36,38,40"
301,Tusk,,Regular Fit Casual Shirt,A sumptuous 100% cotton Oxford in ivory with a regular fit.,"Rs.2,490.00","Rs.1,618.50",White,100% cotton,,"S,M,L,XL"
302,Pointillism,,Regular Fit Casual Shirt,A cotton dobby piece in a deep blue hue with a smattering of dots.,"Rs.2,990.00","Rs.1,943.50",Blue,100% cotton,,"S,M,L,XL"
303,Azuro,,Regular Fit Casual Shirt,"A minimalist pattern and a rich, peacock blue hue make this cotton dobby piece stand out.","Rs.2,990.00","Rs.1,943.50",Blue,100% cotton,,"S,M,L,XL"
304,Woody,,Regular Fit Casual Shirt,A slate blue tartan overlaid onto a steely grey yarn backdrop.,"Rs.3,490.00","Rs.2,268.50",Blue & Grey,100% cotton,,"S,M,L,XL"
305,Picnic,,Regular Fit Casual Shirt,A maroon hue upgrades this checked poplin shirt.,"Rs.2,990.00","Rs.1,943.50",Maroon,100% cotton,,"S,M,L,XL"
306,Dapper,,Regular Fit Casual Shirt,This monochrome checked shirt in poplin comes in a regular fit.,"Rs.2,990.00","Rs.1,943.50",Blue & White,100% cotton,,"S,M,L,XL"
307,Sky,,Regular Fit Casual Shirt,This striped powder blue Oxford comes in a regular fit.,"Rs.2,490.00","Rs.1,618.50",Light Blue,100% cotton,,"S,M,L,XL"
308,Herder,,Regular Fit Casual Shirt,This Oxford striped shirt comes with the palest shade of pink for the perfect pastel fit.,"Rs.2,490.00","Rs.1,618.50",Pink,100% cotton,,"S,M,L,XL"
309,Mariner C,,Tapered Fit Denim,Tapered jeans with a black wash.,"Rs.2,790.00","Rs.1,813.50",Black,Denim,,"30,32,34,36,38,40"
310,Mariner B,,Tapered Fit Denim,Navy blue denim with a sleek tapered fit.,"Rs.2,790.00","Rs.1,813.50",Navy,Denim,,"30,32,34,36,38,40,42"
311,Mariner A,,Tapered Fit Denim,Denim jeans with a tapered leg in a vintage-inspired light blue.,"Rs.2,790.00","Rs.1,813.50",Light Blue,Denim,,"30,32,34,36,38,40,42"
312,Shadow B,,Slim Fit Denim,Steely hued denim jeans with a slim fit.,"Rs.2,790.00","Rs.1,813.50",Grey,Denim,,"30,32,34,36,38,40,42"
313,Shadow A,,Slim Fit Denim,Slim fit jet-black denim for instant street style.,"Rs.2,790.00","Rs.1,813.50",Black,Denim,,"30,32,34,36,38,40"
314,Jenson B,,Regular Fit Denim,A black rinse gives this pair of regular fit jeans a rock-star edge.,"Rs.2,490.00","Rs.1,618.50",Rinse Black,Denim,,"30,32,34,36,38,40"
315,Jenson A,,Regular Fit Denim,Straight light blue denim in a regular fit.,"Rs.2,490.00","Rs.1,618.50",Light Blue,Denim,,"30,32,34,36,38,40"
316,Devon B,,Regular Fit Chinos,A classic khaki hue and pima cotton keep these regular-fit trousers looking fresh all day.,"Rs.4,490.00","Rs.2,918.50",Khaki,"98% Cotton, 2% Lycra",,"30,32,34,36,38,40"
317,Wesley B,,Tapered Fit Chinos,These tapered olive green chambray trousers work equally well for the office or for a dinner party.,"Rs.3,490.00","Rs.2,268.50",Olive,"98% Cotton, 2% Lycra",,"30,32,34,36,38,40"
318,Cubana C,,Slim Fit Chinos,A rich olive green hued satin and a stylish slim fit make these trousers a must-have piece.,"Rs.2,490.00","Rs.1,618.50",Olive,"97% Cotton, 3% Lycra",,"30,32,34,36,38,40"
319,Cubano B,,Slim Fit Chinos,Slim fit navy trousers in a sumptuous satin finish.,"Rs.2,490.00","Rs.1,618.50",Navy,"97% Cotton, 3% Lycra",,"30,32,34,36,38,40"
320,Country Club C,,Regular Fit Chinos,These satin trousers come in a versatile sandy beige hue with a regular fit.,"Rs.2,490.00","Rs.1,618.50",Beige,"97% Cotton, 3% Lycra",,"30,32,34,36,38,40,42"
321,Country Club B,,Regular Fit Chinos,These navy satin trousers boast a classic regular fit.,"Rs.2,490.00","Rs.1,618.50",Navy,"97% Cotton, 3% Lycra",,"30,32,34,36,38,40,42"
322,Country Club A,,Regular Fit Chinos,Luxurious ebony hued satin trousers in a regular fit.,"Rs.2,490.00","Rs.1,618.50",Black,"97% Cotton, 3% Lycra",,"30,32,34,36,38,40,42"
323,Suave C,,Slim Fit Chinos,"These dark grey cotton trousers come in our signature 'Roy' slim cut, with some lycra blended in for the perfect fit.","Rs.2,990.00","Rs.1,943.50",Dark Grey,"98% Cotton, 2% Lycra",,"30,32,34,36,38,40"
324,Suave B,,Slim Fit Chinos,"These sandy-hued cotton trousers come in our signature 'Roy' slim cut, with some lycra blended in for the perfect fit.","Rs.2,990.00","Rs.1,943.50",Beige,"98% Cotton, 2% Lycra",,"30,32,34,36,38,40"
325,Suave A,,Slim Fit Chinos,"These dark grey cotton trousers come in our signature 'Roy' slim cut, with some lycra blended in for the perfect fit.","Rs.2,990.00","Rs.1,943.50",Navy,"98% Cotton, 2% Lycra",,"30,32,34,36,38,40"
326,Moss,"Embroidered Front, Plain Back, Band Neck",Waist Coat,"This fine olive green waistcoat is cut from viscose linen, and features intricate embroidery.","Rs.4,490.00","Rs.2,918.50",Olive,Viscose Linen,Regular Fit,"S,M,L,XL"
327,Spring,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,Luxe 100% cotton jacquard in a blue hue with a band collar.,"Rs.2,790.00","Rs.1,813.50",Blue,100% Cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
328,Cabernet,"Plain Front with Embroidery on Shoulders & Sleeves, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,An oxblood fine herringbone kurta with tasteful embroidery on the shoulders and sleeves.,"Rs.2,490.00","Rs.1,618.50",Burgundy,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
329,Marble,"Plain Front with Embroidered Neckline & Placket, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,This rugged smokey grey cotton khaddar piece gets added refinement from the embroidery on its neckline and placket.,"Rs.2,790.00","Rs.1,813.50",Dark Grey,100% Cotton Khaddar,"Regular Fit,Slim Fit","XS,S,M,L,XL"
330,Rosewood,"Plain Front, Plain Back, Band Neck",Waist Coat,A stylish and minimalistic silk karandi waistcoat in a rich bordeaux shade.,"Rs.5,490.00","Rs.3,568.50",Maroon,Silk Karandi,Regular Fit,"S,M,L,XL"
331,Gris,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,This grey kurta comes in a luxe jacquard with a stylish band collar.,"Rs.2,790.00","Rs.1,813.50",Grey,100% Cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
332,River,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,This eclectic blue printed kurta comes in 100% cotton.,"Rs.2,490.00","Rs.1,618.50",Blue,100% Cotton-Printed,"Regular Fit,Slim Fit","XS,S,M,L,XL"
333,Antique,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,This cotton jacquard kurta features a band collar and comes in a rust hue.,"Rs.2,790.00","Rs.1,813.50",Rust,100% Cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
334,Nightshade,"Plain Front with Embroidered Arm Hole, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"An inky black cotton kurta with embroidered details on the front and back, and a band collar.","Rs.2,790.00","Rs.1,813.50",Black,100% Cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
335,Timber,"Plain Front,  Plain Back with embroidered Yoke, Full Sleeves, Band Neckline",Straight Kurta,A woody hued 100% cotton dobby kurta featuring a band collar and embroidery on the back yoke.,"Rs.2,790.00","Rs.1,813.50",Brown,100% Cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
336,Vine,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta comes in a rich bordeaux shade, and boasts a band collar.","Rs.2,990.00","Rs.1,943.50",Burgundy,100% Cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
337,Midnight,"Plain front with Embroidered Placket, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,A deep navy 100% cotton dobby piece with a band collar and embroidery along the placket.,"Rs.2,990.00","Rs.1,943.50",Navy,100% Cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
338,Noir Homme,"Embroidered Front, Embroidered Back, Full Sleeves, Band Neckline",Straight Kurta,This jet black piece boasts rich embroidery over 100% fine cotton herringbone.,"Rs.4,490.00","Rs.2,918.50",Black,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
339,Jungle,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,This fine cotton herringbone set includes a kurta that comes in a deep green and features a shirt collar.,"Rs.3,990.00","Rs.2,593.50",Dark Green,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
340,Beryl,"Embroidered Front, Embroidered Back, Full Sleeves, Band Neckline",Straight Kurta,A fine herringbone kurta in a mauve hue with embroidery all over and a band collar.,"Rs.4,490.00","Rs.2,918.50",Mauve,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
341,Safari,"Plain Front with Embroidered Neckline & Placket, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,Classic khaki khaddar gets a style boost with embroidery along the neckline and placket.,"Rs.2,790.00","Rs.1,813.50",Khaki,100% Cotton Khaddar,"Regular Fit,Slim Fit","XS,S,M,L,XL"
342,Dianthus,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,Intricate embroidery elevates this magenta hued herringbone piece.,"Rs.3,990.00","Rs.2,593.50",Magenta,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
343,Alabaster,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta has a band collar and is completely embroidered, and comes in snowy white herringbone.","Rs.4,490.00","Rs.2,918.50",White,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
344,Merlot,"Plain Front with Embroidered Neckline, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta is worked from jacquard in a merlot tone, and features embroidery along the neckline.","Rs.2,290.00","Rs.1,488.50",Maroon,100% Cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
345,Magna,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Trouser",2-Piece Kurta Trouser,A magenta piece with a classic collar in 100% fine cotton herringbone with matching trousers.,"Rs.3,990.00","Rs.2,593.50",Magenta,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
346,Preto,"Plain Front with Embroidered Neckline, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This kurta is hewn from fine cotton herringbone in an ebony hue, and featured an embroidered neckline.","Rs.2,490.00","Rs.1,618.50",Black,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
347,Vinyl,"Embroidered Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"This inky herringbone piece is covered in embroidery, and features a band collar.","Rs.3,990.00","Rs.2,593.50",Black,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
348,Antique Oak,"Plain Front, Plain Back, Band Neckline",Waist Coat,This luxurious but versatile camel waistcoat is made from 100% premium melange cotton.,"Rs.3,990.00","Rs.2,593.50",Camel,100% premium melange cotton,Regular Fit,"S,M,L,XL, XXL"
349,Slate,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,A dark grey herringbone kurta with a classic collar and matching bottom.,"Rs.3,990.00","Rs.2,593.50",Dark Grey,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
350,Harbor,"Plain Front with Embroidery on Placket, Plain Back, Full Sleeves, Band Neckline, Plain Shalwar",2-Piece Kurta Shalwar,This teal kurta with a band collar comes in 100% fine cotton herringbone with a matching bottom.,"Rs.3,990.00","Rs.2,593.50",Teal Blue,100% Fine Cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
351,Gravel,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,This classic grey ensemble is 100% premium melange cotton.,"Rs.4,990.00","Rs.2,918.50",Grey,100% premium melange cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
352,Rich Ivory,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"100% melange cotton fibres make this creamy, luxurious fabric.","Rs.4,990.00","Rs.2,918.50",Cream,100% premium melange cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
353,Wave,"Plain Front, Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,This rich blue textile is 100% premium melange cotton.,"Rs.4,990.00","Rs.3,243.50",Blue,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
354,Oak,"Plain Front, Plain Back, Full Sleeves, Band Neck, Plain Shalwar",2-Piece Kurta Shalwar,A timeless umber ensemble in 100% melange cotton.,"Rs.4,990.00","Rs.3,243.50",Light Brown,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
355,Tide,"Plain Front, Plain Back, Full Sleeves, Band Neck, Plain Shalwar",2-Piece Kurta Shalwar,Sea green luxury 100% premium melange cotton.,"Rs.4,990.00","Rs.3,243.50",Sea Green,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
356,Forest,"Plain Front, Plain Back, Full Sleeves, Band Neck, Plain Shalwar",2-Piece Kurta Shalwar,100% premium unstitched melange cotton in elegant olive green.,"Rs.4,990.00","Rs.3,243.50",Olive,100% premium melange cotton,Regular Fit,"XS,S,M,L,XL"
357,Ultramarine,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Straight Kurta,A simple and stylish jacquard piece in a decadent blue.,"Rs.2,790.00","Rs.1,813.50",Blue,100% Cotton Jacquard,"Slim Fit,Regular Fit","XS,S,M,L,XL"
358,Steel,"Plain Front, Plain Back, Band Neck",Waist Coat,This classic band collared waist coat is made of luxurious premium melange cotton in a chrome shade.,"Rs.3,990.00","Rs.2,593.50",Grey,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL, XXL"
359,Frost Navy,"Plain Front, Plain Back, Full Sleeves, Band Neckline",Sherwani,"Featuring that classic band neckline, this deep navy sherwani is crafted from viscose linen blend fabric.","Rs.8,990.00","Rs.5,843.50",Dark Navy,Viscose Linen Blend,Regular Fit,"S,M,L,XL"
360,November Navy,"Embroidered Front, Embroidered Back, Band Neckline",Waistcoat,This opulent embroidered navy blue waistcoat features a band neckline and is crafted from 100% fine cotton herring bone fabric.,"Rs.4,990.00","Rs.3,243.50",Navy,100% Fine Cotton Herring Bone,Regular Fit,"S,M,L,XL"
361,Fresh,"Embroidered Front,  Plain Back, Band Neckline",Waistcoat,"Made from 100% fine cotton herring bone fabric, this festive embroidered maroon waist coat features a classic ban neckline.","Rs.4,990.00","Rs.3,243.50",Maroon,100% Fine Cotton Herring Bone,Regular Fit,"S,M,L,XL"
362,Hail,"Plain Front with Embroidery on Shoulder,  Plain Back, Full Sleeves, Band Neckline",Straight Kurta,"Crafted from 100% premium cotton jacquard, this dazzling white kurta features a band neck and traditional embroidered elements.","Rs.2,490.00","Rs.1,618.50",White,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
363,Drizzle,"Plain Front,  Plain Back,Full Sleeves, Collared Neck",Straight Kurta,This solid black kurta features a collar neck and is crafted from 100% premium cotton dobby.,"Rs.2,490.00","Rs.1,618.50",Black,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
364,Monsoon,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,"Made from 100% fine cotton herring bone fabric, this blue kurta features a classic ban neckline.","Rs.2,490.00","Rs.1,618.50",Blue,100% fine cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
365,Cyclone,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This white khaddar kurta features a straight cut and band neckline.,"Rs.2,790.00","Rs.1,813.50",White,Khaddar,"Regular Fit,Slim Fit","XS,S,M,L,XL"
366,Blizzard,"Plain Front,  Plain Back,Full Sleeves, Collared Neck",Straight Kurta,This solid white kurta features a collar neck and is crafted from 100% premium cotton dobby.,"Rs.2,790.00","Rs.1,813.50",White,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
367,Olive bark,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This subtle ban-neck kurta is crafted from an olive coloured viscose linen blend fabric and sports embroidered details.,"Rs.3,490.00","Rs.2,268.50",Olive,Viscose Linen Blend,"Regular Fit,Slim Fit","XS,S,M,L,XL"
368,Navy seal,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This stylish ban-neck kurta is crafted from a navy blue coloured viscose linen blend fabric and features embroidered details.,"Rs.3,490.00","Rs.2,268.50",Dark Navy,Viscose Linen Blend,"Regular Fit,Slim Fit","XS,S,M,L,XL"
369,Droplet,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This feisty teal kurta features a ban neck and is crafted from 100% premium cotton dobby.,"Rs.2,990.00","Rs.1,943.50",Teal,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
370,Camelot,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This impactful camel kurta is crafted from 100% premium cotton dobby fabric and features a band neck and thread work details.,"Rs.2,790.00","Rs.1,813.50",Camel,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
371,Cloud,"Plain Front,  Plain Back, Full Sleeves, Embroidered Band Neckline",Straight Kurta,This statement marine kurta is crafted from 100% premium cotton dobby and features a band neck along with embroidered details.,"Rs.2,790.00","Rs.1,813.50",Marine,100% premium cotton Dobby,"Regular Fit,Slim Fit","XS,S,M,L,XL"
372,Cycle,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This subtle olive green kurta is crafted from 100% premium cotton jacquard and features an elegant band neck.,"Rs.2,490.00","Rs.1,618.50",live Green,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
373,Pelt,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,"Make a statement with this regal navy blue kurta, which is crafted from 100% premium cotton jacquard and sports a band neck.","Rs.2,290.00","Rs.1,488.50",Navy,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
374,Plum core,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This subtly embroidered plum toned 100% premium cotton jacquard kurta has a festive appeal.,"Rs.2,290.00","Rs.1,488.50",Deep Plum,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
375,Brewing,"Plain Front with Embroidered Placket,  Plain Back, Full Sleeves, Band Neckline",Straight Kurta,This moody grey kurta is crafted from 100% premium cotton jacquard and features a band neck and embroidered details.,"Rs.2,790.00","Rs.1,813.50",Dark Grey,100% premium cotton Jacquard,"Regular Fit,Slim Fit","XS,S,M,L,XL"
376,Snap,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This solid mauve kurta is made from sturdy khaddar fabric and features a classic band neck.,"Rs.2,790.00","Rs.1,813.50",Mauve,Khaddar,"Regular Fit,Slim Fit","XS,S,M,L,XL"
377,Tiger,"Plain Front, Plain Back, Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"This earthy brown two piece look features a band neck kurta and matching bottom, both crafted from 100% premium cotton crepe.","Rs.4,490.00","Rs.2,918.50",Brown,100% premium cotton crepe,"Regular Fit,Slim Fit","XS,S,M,L,XL"
378,Ivorian,"Plain Front, Plain Back, Collared Neck, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% premium cotton crepe fabric, this all white look proves that classics never go out of style.","Rs.4,490.00","Rs.2,918.50",White,100% premium cotton crepe,"Regular Fit,Slim Fit","XS,S,M,L,XL"
379,Slumber black,"Plain Front, Plain Back, Embroidered Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"Featuring a band neck and embroidered details, this monochrome black look is crafted from poly modal microfiber fabric.","Rs.4,490.00","Rs.2,918.50",Black,Poly Modal Microfiber,"Regular Fit,Slim Fit","XS,S,M,L,XL"
380,Cloud core,"Plain Front, Plain Back, Embroidered Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"Crafted from poly modal microfiber fabric, this off-white two piece look features a band-neck kurta with embroidered details and matching bottom.","Rs.4,490.00","Rs.2,918.50",Off White,Poly Modal Microfiber,"Regular Fit,Slim Fit","XS,S,M,L,XL"
381,Tanned,"Plain Front, Plain Back, Collared Neck, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,This solid light brown two piece look features a collar kurta and matching bottom crafted from poly modal microfiber fabric.,"Rs.4,490.00","Rs.2,918.50",Light Brown,Poly Modal Microfiber,"Regular Fit,Slim Fit","XS,S,M,L,XL"
382,Fine cream,"Plain Front, Plain Back, Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,This classic cream two piece look features a band-neck kurta and matching trouser in audia blended fabric.,"Rs.4,490.00","Rs.2,918.50",Cream,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
383,Teal Ferocity,"Plain Front, Plain Back, Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,"This traffic-stopping teal look features a band neck kurta and matching bottom, both crafted from 100% fine cotton herring bone fabric.","Rs.3,990.00","Rs.2,593.50",Teal,100% fine cotton Herring Bone,"Regular Fit,Slim Fit","XS,S,M,L,XL"
384,Velveteen,"Plain Front, Plain Back, Embroidered Band Neckline, Full Sleeves, Plain Shalwar",2-Piece Kurta Shalwar,A band neck kurta featuring embroidered details and matching bottoms in a beige audia blended fabric.,"Rs.3,990.00","Rs.2,593.50",Beige,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
385,Calculate,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This sold dark grey kurta features a band neckline and is crafted from audia blended fabric.,"Rs.2,990.00","Rs.1,943.50",Dark Grey,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
386,Motivation,"Plain Front,  Plain Back,Full Sleeves, Collared Neck",Straight Kurta,This stylish audia blended fabric kurta sports a classic collar style and comes in a graceful light brown colour.,"Rs.2,990.00","Rs.1,943.50",Light Brown,Audia - blended fabric,"Regular Fit,Slim Fit","XS,S,M,L,XL"
387,Solstice,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,A flattering band neck adds a traditional appeal to this denim blended fabric fusion look.,"Rs.2,790.00","Rs.1,813.50",Blue Grey,Denim Blended fabric,"Slim Fit,Regular Fit","XS,S,M,L,XL"
388,Snowbird,"Plain Front,  Plain Back,Full Sleeves, Band Neckline",Straight Kurta,This white pure cotton kurta sports a band neck and has a classic appeal.,"Rs.2,490.00","Rs.1,618.50",white,100% cotton,"Slim Fit,Regular Fit","XS,S,M,L,XL"
389,Regiment,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% pure cotton, this sublime navy kurta sports a classic collar and straight cut. Pair with the matching trousers for a relaxed weekend vibe.","Rs.3,990.00","Rs.2,593.50",Navy,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
390,Depth of the Sea,"Embroidered Front, Embroidered Back, Band Neckline",Waistcoat,"Made from a regal navy blue viscose linen blend, this band neck and embroidered waistcoat is perfect for festive events.","Rs.5,490.00","Rs.3,568.50",Navy,Viscose Linen Blend,Regular Fit,"S,M,L,XL"
391,Dark Cloud,"Plain Front, Plain Back, Band Neck",Waist Coat,Sumptuous melange cotton and a deep grey color make this waist coat a must-have winter piece.,"Rs.3,990.00","Rs.2,593.50",Dark Grey,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL, XXL"
392,Brook,"Plain Front, Plain Back, Band Neck",Waist Coat,This lapis waist coat with a band collar comes in 100% premium melange cotton.,"Rs.3,990.00","Rs.2,593.50",Blue,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL, XXL"
393,Granate,"Plain Front, Plain Back, Band Neck",Waist Coat,Premium melange cotton and a rich blood-red hue make this waistcoat a statement piece.,"Rs.3,990.00","Rs.2,593.50",Maroon,100% Premium Melange Cotton,Regular Fit,"S,M,L,XL, XXL"
394,Blurred,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"You can never go wrong with a classic beige collar-necked kurta, especially when it is crafted from premium 100% cotton. The provided trouser completes the look.","Rs.3,990.00","Rs.2,593.50",Beige,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
395,Ashes,"Plain Front,  Plain Back, Full Sleeves, Collared Neck, Plain Shalwar",2-Piece Kurta Shalwar,"Made from 100% pure cotton, this charcoal coloured kurta sports a classic collar and straight cut. Pair with the matching trousers for a relaxed weekend vibe.","Rs.3,990.00","Rs.2,593.50",Charcoal,100% Cotton,"Regular Fit,Slim Fit","XS,S,M,L,XL"
396,Heritage,"Plain Front,  Plain Back, Full Sleeves,  Band Neckline",Kurta,"Made from a supple viscose linen, this navy coloured kurta features a band neckline.","Rs.3,490.00","Rs.2,268.50",Navy,Viscose Linen,"Regular Fit,Slim Fit","XS,S,M,L,XL"
